x	y	Sought Treatment	labels
3.1788843	-16.124245	0	5
-9.734791	-1.3584617	1	2
18.770235	-4.87094	1	3
-14.911879	17.928911	1	6
-3.755227	-31.062044	1	1
1.6834787	-22.979824	1	1
-0.33968404	3.5665095	1	2
14.246168	-1.9446541	0	3
-2.7629664	14.623452	1	6
19.428146	-1.5862058	1	3
-2.7629604	14.623449	1	6
18.814554	-4.855518	0	3
-1.7710536	1.2599968	1	2
-14.726956	18.593489	1	6
-11.217805	-27.27417	0	1
-6.3528733	-9.622884	1	5
4.0796633	9.412197	1	4
19.74544	1.532918	0	3
-8.768906	-1.8466675	1	2
-14.948051	18.45439	0	6
-0.30222636	-21.123894	1	1
0.2622337	28.793242	1	0
-3.6094713	-31.787075	0	1
10.805145	14.520034	1	4
-11.381033	-26.825966	0	1
2.1669931	20.607466	1	0
-15.870758	17.33316	0	6
10.838633	0.7432286	1	3
0.84615	28.916082	1	0
-0.015882924	28.896688	1	0
4.7375755	-15.086423	0	5
-12.701562	4.0850167	1	2
-1.729675	-12.076246	0	5
-3.9585228	-32.451603	0	1
-12.551847	14.017249	1	6
4.737537	-15.086549	0	5
-14.810987	18.260288	0	6
-8.627606	-24.558617	0	1
-1.9293967	-10.861425	1	5
14.426265	-22.356377	1	7
-15.494226	18.504791	1	6
3.7556672	9.765902	1	4
-5.660356	-21.021666	0	1
2.6245542	-4.0794806	1	5
-4.248571	-31.90499	0	1
-8.627606	-24.558617	0	1
-8.887959	-1.3540658	1	2
5.016539	14.31054	1	4
-5.432514	6.173758	1	2
19.89362	1.4897448	0	3
17.665094	-1.1247568	0	3
-15.465251	19.038984	1	6
-3.9212115	14.51735	1	6
-4.6284842	12.5051775	1	6
-11.1935005	-26.969599	1	1
14.062686	-22.423998	0	7
11.170029	14.468624	1	4
0.1456793	-26.960999	1	1
18.618298	-5.725548	1	3
-15.0688925	17.94126	1	6
5.48356	-5.5130796	1	5
6.5189395	12.715475	1	4
18.559296	-5.658348	0	3
-11.18467	-26.991817	1	1
-8.167964	22.684574	1	6
-3.839041	-32.613647	1	1
19.218334	-4.833161	1	3
-15.611068	19.099094	0	6
3.325257	-16.303226	0	5
3.7648883	9.707248	1	4
-3.535947	-31.198698	0	1
10.419736	14.820937	1	4
-9.204052	1.9250546	1	2
-9.66215	25.119308	1	6
-2.1803277	3.3076344	1	2
14.399821	-23.023232	0	7
-9.661101	25.121569	0	6
10.828014	0.72574425	1	3
2.424969	-15.722524	0	5
-0.3888318	29.217896	1	0
2.167017	20.606285	1	0
0.070365876	29.907902	1	0
-10.753999	12.436286	1	6
-10.537489	-22.573215	0	1
-8.625929	-24.556698	1	1
-10.753887	12.436262	1	6
-4.0292835	-32.021263	0	1
-3.9321094	-31.58141	1	1
-4.0772505	-31.917377	0	1
10.826104	0.72795403	0	3
-9.62829	-1.2705418	0	2
-15.593868	19.221836	1	6
12.03695	-5.3866367	0	3
4.736817	-15.088963	0	5
3.4959698	-17.482143	0	5
-0.3874841	29.222744	1	0
0.90256727	-21.740881	0	1
-5.2780347	21.391268	1	6
-6.1048956	-20.293703	1	1
-5.994008	-20.164488	1	1
18.572578	-5.6745644	0	3
-5.2449026	21.357845	1	6
4.5286994	9.903199	1	4
-3.5297015	-31.183136	1	1
-9.358651	13.089545	1	6
-0.3047808	-21.12391	0	1
-10.538393	-22.573444	1	1
11.1448965	14.524253	0	4
-12.62047	4.2125964	1	2
-4.6273427	12.502997	1	6
-7.970174	17.461317	0	6
19.729267	1.7910557	1	3
-6.1048956	-20.293703	0	1
0.8892501	-12.134659	0	5
-0.5864018	29.998724	1	0
-5.2232695	5.942734	1	2
18.62491	-5.731811	1	3
-1.665707	5.3948903	0	2
19.586174	-5.564639	1	3
19.58617	-5.5646515	0	3
0.04747528	29.617756	1	0
11.402074	-3.619446	1	3
-10.557748	2.5459752	0	2
-0.008778396	-12.130506	1	5
-5.5949254	0.65794444	1	2
13.663448	-23.449366	0	7
16.127882	-6.400648	1	3
19.76975	1.823873	1	3
10.054813	-19.056522	0	7
19.052752	-5.3955	0	3
3.9539335	-4.4400806	0	5
5.3361707	-1.6795658	1	5
-0.33766213	3.5665452	1	2
-5.2229905	21.866123	1	6
0.2018584	-9.679865	0	5
15.080671	-22.62542	0	7
-4.6267366	12.5015545	1	6
-5.6567936	2.0641773	1	2
-3.5195081	-12.488088	0	5
15.080671	-22.62542	0	7
-9.656275	25.138012	0	6
0.049440604	29.920523	1	0
14.246157	-1.9446561	1	3
15.080671	-22.62542	0	7
20.018707	1.5533633	0	3
4.522056	9.931891	1	4
4.522056	9.931891	0	4
7.2736325	-4.563982	1	5
-12.891164	4.056969	0	2
0.22453447	17.930355	1	4
-4.045777	14.082727	1	6
12.036566	-5.384741	0	3
-10.541992	-22.565613	0	1
-11.660266	-26.924526	1	1
19.447432	-4.9485855	0	3
13.823979	3.930824	1	3
-5.2409964	-32.305073	0	1
-3.2573237	-9.827534	0	5
-5.23197	21.859928	1	6
10.847426	0.7631858	0	3
-1.4774648	3.2056243	1	2
4.1831665	10.19784	1	4
-9.205483	1.9243016	1	2
0.735244	-12.225911	0	5
1.6831049	-22.981655	0	1
4.183165	10.19784	1	4
-9.777403	25.114933	0	6
10.463582	15.469981	1	4
-5.162919	7.2975717	0	2
-0.52615714	30.172297	1	0
20.049892	1.6440493	0	3
0.57135785	30.04613	1	0
-8.167723	22.683153	1	6
-5.839351	-21.010475	0	1
19.412111	-4.909588	0	3
19.649988	-5.3298116	0	3
9.775221	-23.628952	0	7
-12.964821	4.110421	1	2
-1.7765473	1.2571088	1	2
-9.845195	-1.8419334	1	2
2.1668792	20.607216	1	0
-12.552225	14.017551	1	6
0.14566977	-26.961182	0	1
4.1831656	10.19784	0	4
-5.7405076	1.8626071	1	2
3.95389	-4.438836	0	5
11.643796	15.09433	1	4
-5.5124226	-21.005142	1	1
19.614664	-5.4576435	0	3
3.206811	-0.61563206	1	5
-4.9524255	-33.154842	0	1
1.1172014	-3.3810394	1	5
13.27394	1.4714212	1	3
14.537487	-23.12884	0	7
0.7974946	29.696161	1	0
-7.9701757	17.461292	1	6
-8.168051	22.683458	0	6
-6.0948367	-18.698303	1	1
-0.34291157	30.47771	1	0
5.019255	14.30857	1	4
-16.320122	19.18641	0	6
-1.7761242	1.2575779	1	2
6.516168	-4.1519194	1	5
0.9108373	-21.678034	0	1
-9.833865	-1.6425036	1	2
-12.974473	4.112886	1	2
19.519455	-4.970573	1	3
-8.617391	-24.552542	0	1
-5.2412047	-32.32156	0	1
-9.856925	-1.8466034	1	2
-5.3326716	21.464638	1	6
19.513859	-4.9592314	0	3
-4.930411	-31.569668	0	1
-1.6652167	5.397923	1	2
-10.544877	-22.57703	0	1
11.036748	15.132807	1	4
-6.151663	-20.725792	1	1
-3.366497	-8.815807	0	5
-4.548499	-31.20246	0	1
10.467095	15.476239	1	4
19.624163	-5.1435533	1	3
-0.10194382	-25.8673	1	1
-4.6384487	12.506	1	6
10.467116	15.476278	1	4
-9.834621	-1.6414068	1	2
3.3320053	-16.30888	0	5
9.777401	-23.629194	0	7
-4.637864	12.505316	1	6
3.3320053	-16.30888	0	5
-8.617391	-24.552542	0	1
14.860741	-22.927757	0	7
-16.192371	19.965908	0	6
12.337966	2.2547276	0	3
-9.051872	4.617982	1	2
12.036565	-5.3847237	0	3
-16.595654	19.826574	1	6
5.0155787	14.311522	1	4
19.649952	-5.3388414	0	3
10.0627575	-19.060488	0	7
-1.6651652	5.3970547	1	2
-9.832277	-1.6453695	0	2
5.0155787	14.311522	0	4
-0.30219135	-21.125786	0	1
-8.617211	-24.553627	0	1
20.970139	-1.6391274	1	3
4.736701	-15.08954	1	5
10.896583	0.7130898	0	3
-0.14188772	30.64022	0	0
10.885737	0.7202	0	3
10.062119	-19.060036	1	7
0.57136	30.04613	1	0
10.067585	-21.569174	0	7
1.1171145	-3.3810065	1	5
-4.6377883	12.505251	0	6
-12.984839	4.132923	1	2
4.7367253	-15.089812	1	5
-15.994081	18.210785	0	6
-5.839351	-21.010475	1	1
19.641243	-5.348169	1	3
-9.777403	25.114933	1	6
0.22459613	17.931057	1	4
3.9537935	-4.4388075	1	5
14.820005	-23.128637	0	7
14.367762	-23.513052	0	7
-3.845611	-33.195248	0	1
-12.81139	4.049137	1	2
11.643913	15.094819	1	4
16.247648	-0.43356192	0	3
-16.182093	19.943521	1	6
-4.518531	-32.744293	0	1
-6.0129604	-20.907507	0	1
-12.81139	4.049137	1	2
-15.72526	19.936363	1	6
-9.052741	4.613575	1	2
13.823979	3.930824	1	3
-3.5200863	-12.489325	1	5
13.915042	-23.84455	0	7
1.1170646	-3.3810205	0	5
3.953845	-4.4386406	0	5
11.642368	15.254057	0	4
2.167987	20.607494	1	0
-5.213061	-32.049583	0	1
-10.544922	-22.577097	0	1
1.4248637	-21.118586	1	1
17.654345	-1.1325505	1	3
-16.191914	18.769793	0	6
0.22459714	17.931131	1	4
17.663116	-1.1206982	1	3
14.346126	-23.497183	0	7
-11.182282	-27.186357	0	1
-1.7763295	1.258792	0	2
-4.9519916	-33.155407	0	1
2.156416	-4.6629825	0	5
6.5187707	12.7144575	0	4
1.32624	29.544662	1	0
-16.15172	17.349045	1	6
-5.039251	21.2737	1	6
-4.0453205	14.082305	1	6
3.3345196	-16.31045	0	5
9.775358	-23.62913	0	7
-5.1298375	-32.857246	0	1
-5.1438327	-32.812847	0	1
2.588132	-3.5595171	0	5
-9.777403	25.114933	0	6
12.337965	2.2547271	0	3
-8.625178	12.729037	1	6
0.8429465	29.904108	0	0
-8.617391	-24.552542	0	1
-0.008098475	-12.135116	0	5
-8.617391	-24.552542	0	1
-5.8412414	-21.00997	0	1
-2.6932425	-32.61124	0	1
-2.7442808	-31.910055	0	1
-16.662172	17.335958	1	6
-1.7752842	1.258988	1	2
-4.74162	21.704512	1	6
3.9536328	-4.4389367	0	5
4.194959	9.420986	0	4
5.023296	14.322303	1	4
1.3470601	29.600138	1	0
3.3320053	-16.30888	0	5
-1.7755435	1.2591321	1	2
-16.345629	18.068129	1	6
-2.692826	-32.6109	0	1
-8.167478	22.683035	0	6
-16.138323	17.725212	1	6
-11.313828	-27.350359	1	1
-16.659403	19.810614	0	6
18.887787	-5.904977	0	3
15.254932	-22.912567	0	7
-5.178869	-20.542004	0	1
-10.541992	-22.565544	0	1
10.063736	-19.059895	1	7
-2.6528366	-32.36246	0	1
0.6103355	19.519444	0	0
-0.6277414	19.924004	1	0
-4.9744	21.2911	1	6
1.3470603	29.600138	1	0
-16.663816	19.809221	1	6
1.1187797	-3.3806398	1	5
9.775343	-23.629177	1	7
-10.55659	2.545544	0	2
-4.70155	21.515434	1	6
18.98956	-4.778604	1	3
-0.62770057	19.92416	1	0
10.885737	0.6783856	0	3
-16.362207	17.310438	1	6
7.9952836	-21.67316	1	7
-0.19003081	-8.8032055	0	5
19.70649	1.752572	1	3
0.077473864	30.716784	1	0
-4.6071587	14.82297	0	6
17.654194	-1.133843	1	3
-11.313828	-27.350359	1	1
14.548926	-23.391308	0	7
10.067587	-21.569056	0	7
-9.846851	-1.6449419	1	2
1.3834094	29.977392	0	0
-5.178869	-20.542004	0	1
-5.178869	-20.542007	0	1
18.887787	-5.904977	0	3
19.88132	1.8532597	0	3
-0.07944301	30.67197	0	0
11.564167	14.772445	1	4
-9.764782	25.154545	1	6
-16.312904	18.055532	0	6
4.7366686	-15.088801	0	5
-3.3707657	-32.917576	0	1
13.915385	-23.844751	1	7
7.9953814	-21.673254	1	7
19.88132	1.8532597	1	3
12.035938	-5.3852477	0	3
-6.3551407	-9.62243	1	5
-13.024807	4.2072845	0	2
-5.178869	-20.542004	1	1
1.1167914	-3.3813577	1	5
-0.3385901	3.5696256	1	2
12.338285	2.254808	1	3
-16.322973	18.081907	0	6
-4.74162	21.704512	1	6
-1.9285054	-10.863481	0	5
1.6830472	-22.981462	0	1
-0.08687254	30.674952	1	0
1.6830529	-22.981527	0	1
-5.962792	-11.958013	0	5
-5.115303	-31.747025	0	1
-5.2404118	-20.292084	0	1
20.972061	-1.6485119	0	3
5.021161	14.32202	0	4
-16.337606	17.309753	0	6
0.20361988	-9.679621	0	5
5.3390045	-1.6770498	1	5
-5.964188	-11.958601	0	5
4.311695	9.435924	1	4
-5.2404103	-20.292086	1	1
-12.879033	4.0601172	1	2
11.655917	15.046571	1	4
-17.048916	17.628141	0	6
-17.197517	17.863499	1	6
-4.045325	14.08234	1	6
14.576404	-23.303392	0	7
-8.612352	-24.550993	0	1
11.567652	14.778067	0	4
-16.912312	19.100416	0	6
-10.556615	2.5455558	1	2
4.3216105	9.441543	0	4
10.884283	0.68080604	1	3
-10.542747	-22.565315	0	1
11.565432	14.775143	1	4
-1.7760888	1.2618854	0	2
2.3305085	-16.93185	1	5
-16.882076	19.093143	1	6
-8.612352	-24.550993	1	1
4.7366734	-15.088813	0	5
-9.360235	13.087485	1	6
-2.7101123	-32.80878	0	1
-8.609493	-24.544735	1	1
-5.2356815	-20.297379	1	1
11.295941	15.707217	1	4
15.249523	-4.1490197	1	3
-2.8461304	-33.138577	1	1
-0.30580074	-21.125816	1	1
11.04153	15.149381	1	4
13.796548	3.9432852	1	3
-0.6276395	19.92383	1	0
14.193555	-24.045893	0	7
18.896503	-5.89831	1	3
11.521586	15.51041	1	4
11.293794	15.707734	1	4
-4.6390243	12.506333	0	6
-8.842384	-2.0361505	1	2
5.339031	-1.6770703	0	5
-5.230202	4.9635277	0	2
-5.229735	4.963523	1	2
3.2088158	-0.61462384	1	5
-9.026833	4.6177473	1	2
5.0211663	14.322124	1	4
3.9034557	10.152961	0	4
15.2487545	-4.148303	1	3
-9.675358	25.107145	0	6
13.273354	1.4712924	1	3
5.019895	14.322432	1	4
-3.5208392	-12.494757	0	5
3.8516278	9.520923	1	4
4.737023	-15.087244	0	5
12.03918	-5.389913	0	3
-3.2603066	-9.828685	0	5
12.039171	-5.389913	0	3
14.426433	-24.08257	0	7
14.426433	-24.08257	0	7
-11.331427	-27.356863	0	1
3.8775063	10.146523	1	4
-8.618222	-24.55439	0	1
19.304956	-5.9009085	1	3
-4.9473696	-10.763179	1	5
-16.63353	19.168646	1	6
-0.6289517	19.923532	1	0
11.183186	-4.5278196	0	3
2.1662498	20.60817	1	0
-11.331427	-27.356863	1	1
